"Titles","Year","Cited by","Link"
"Congestion performance improvement in wireless sensor networks","2012","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861164817&doi=10.1109%2fAERO.2012.6187217&partnerID=40&md5=64892d39906d4b57be5e2532c8857215"
"Vision-based autonomous aerial refueling","2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863578068&partnerID=40&md5=97329cd3dd7d6765b64b048bac4894b7"
"A portable real-time digital noise radar system for through-the-wall imaging","2012","61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867079855&doi=10.1109%2fTGRS.2012.2188411&partnerID=40&md5=76dc8ea3203a87f9317377101565e78e"
"Optimal scalable redeployment algorithm of relay nodes in wireless sensor networks","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862330611&partnerID=40&md5=0361107825a19ab564a2b55d6ba3e157"
"Di-Sec: A distributed security framework for heterogeneous Wireless Sensor Networks","2012","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861627279&doi=10.1109%2fINFCOM.2012.6195801&partnerID=40&md5=70781c534a4e8ed230d4fdf1fcd8faf8"
"Role of Spatial Data in the Protection of Critical Infrastructure and Homeland Defense","2012","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857627761&doi=10.1007%2fs12061-010-9057-1&partnerID=40&md5=2d44e548ee30851f3903dee7cca4ff96"
"Supersonic flutter suppression of electrorheological fluid-based adaptive panels resting on elastic foundations using sliding mode control","2012","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858725839&doi=10.1088%2f0964-1726%2f21%2f4%2f045005&partnerID=40&md5=89e79b7355d49d58fb4197ac28c950ac"
"Monitoring lubricant performance in field application","2012","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862639470&partnerID=40&md5=ff54f8b07be72da18138b30e368e5d35"
"High strain FBG sensors for structural fatigue testing of military aircraft","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856880959&doi=10.1117%2f12.915933&partnerID=40&md5=c9422dba49ec7a4a907bda83fd9e3433"
"Wireless corrosion monitoring for evaluation of aircraft structural health","2012","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861173936&doi=10.1109%2fAERO.2012.6187362&partnerID=40&md5=ee1c1984e3b36795810d57fb6d174a93"
"The analysis of protein-bound thiocyanate in plasma of smokers and non-smokers as a marker of cyanide exposure","2012","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864543681&doi=10.1093%2fjat%2fbks017&partnerID=40&md5=b6ee70eff3fe57e09c0af39a8d1c1b8f"
"A microworld for investigating the effects of visualizing expanding search areas in naturalistic naval warfare tasks","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861156456&doi=10.1109%2fCogSIMA.2012.6188368&partnerID=40&md5=094502a2b73f4a97cd11629013e87d83"
"Distributed reactive collision avoidance","2012","76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862119371&doi=10.1007%2fs10514-011-9267-7&partnerID=40&md5=9d347a324d14ea385a69b00c54fc9f07"
"Operator choice modeling for collaborative UAV visual search tasks","2012","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865431565&doi=10.1109%2fTSMCA.2012.2189875&partnerID=40&md5=d0db6c9ce376816faab1936b9449f38f"
"Modal analysis for IMU of ring laser gyro strap-down inertial navigation system","2012","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865107439&partnerID=40&md5=1423685f4a7f989e5649f7315c5c173a"
"Interpreting World War II intelligence data for cultural heritage studies","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863964475&doi=10.1179%2f1574077312Z.0000000006&partnerID=40&md5=531a62023c3fb2d4394c3add2c673210"
"Design and performance analysis of multi-LEDs UV communication system","2012","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865805233&partnerID=40&md5=9d7720a7be65c5a5056dad63cec823d6"
"Simultaneous tracking and recognition performance model","2012","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862695186&doi=10.1117%2f12.919901&partnerID=40&md5=f6f6169256696a65d51f4cbc3a6f6578"
"Security and QoS tradeoffs: Towards a FI perspective","2012","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860735263&doi=10.1109%2fWAINA.2012.204&partnerID=40&md5=29d797879481bf3537261a851bc340a6"
"Electrochemistry of copper(II) induced complexes in mycorrhizal maize plant tissues","2012","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855714062&doi=10.1016%2fj.jhazmat.2011.12.018&partnerID=40&md5=d1410c22e91232aee4cfc35e02b6acf7"
"Radar transmitter geolocation via novel observation technique and particle swarm optimization","2012","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861172977&doi=10.1109%2fAERO.2012.6187186&partnerID=40&md5=980be81a29fe1f14be7db31086c59b2e"
"The calm before the debt storm","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864306872&partnerID=40&md5=a63f37e1c5f5e109e04077f68dbe4aae"
"Effectiveness assessment of signal processing in the presence of smear","2012","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881068348&doi=10.1117%2f1.OE.51.6.063205&partnerID=40&md5=46317c036bc5a7eefad36dc85a9f4a9e"
"Opportunities and challenges of MEMS technology in the environment of intelligent aero-engines","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865355309&partnerID=40&md5=b4b84f0a1cab44f652be8a35f3484fc5"
"Dynamic vacuum stability test method and investigation on vacuum thermal decomposition of HMX and CL-20","2012","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860217996&doi=10.1016%2fj.tca.2012.02.025&partnerID=40&md5=919df14eddba09d8852a07604633eebb"
"Analyzing multi-hop routing feasibility for sensor data harvesting using mobile sinks","2012","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859915521&doi=10.1016%2fj.jpdc.2012.02.017&partnerID=40&md5=83195154bd9d1f4ea8f147784c5ce97f"
"Implementation of a differential geometric filter for spacecraft formation orbit estimation","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858248553&doi=10.1155%2f2012%2f910496&partnerID=40&md5=9bab34d4d317e0a60fd3ae89555ad853"
"BloomCasting: Security in bloom filter based multicast","2012","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861585597&doi=10.1007%2f978-3-642-27937-9_1&partnerID=40&md5=039f61c324dd8e775df59eab33d48fc7"
"Stochastic optimization of sensor placement for diver detection","2012","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861623436&doi=10.1287%2fopre.1110.1032&partnerID=40&md5=838b9aab65cb0741f184e2db4154815c"
"Increased ISR operator capability utilizing a centralized 360° full motion video display","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862514363&doi=10.1117%2f12.919093&partnerID=40&md5=27664a8dbd0106a40c041dd37cafd65b"
"Status in the development of self-powered wireless sensor node for structural health monitoring and prognosis","2012","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860827057&doi=10.1117%2f12.917522&partnerID=40&md5=0c96c42db012dc609a06bfb90baa7060"
"Conformal free-space optical communications terminal designs for highly confined vehicles","2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858957760&partnerID=40&md5=c234516313bd02a4b52c37a11668b337"
"Reliability in the thresholded dempster-shafer algorithm for ESM data fusion","2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860997151&doi=10.1007%2f978-3-642-29461-7_31&partnerID=40&md5=1f593894a53ae73783ef90901c39dbe9"
"Review of soft-bodied robots","2012","81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857950583&doi=10.3901%2fJME.2012.03.025&partnerID=40&md5=3f87527d424a7a79a74c0eb2630e5158"
"DOA estimation based on fourth order cumulant beamforming for nonuniform linear array of DIFAR sonobuoys","2012","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862205882&doi=10.1016%2fj.compeleceng.2012.03.004&partnerID=40&md5=976f1c623db26143f5476f07a7572c9f"
"Nanomaterials for defense applications","2012","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858765871&doi=10.1007%2f978-94-007-0576-0_10&partnerID=40&md5=810d9d0fca8c27120028aa2dbf110d37"
"Multispectral and hyperspectral measurements of soldier's camouflage equipment","2012","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862551068&doi=10.1117%2f12.918393&partnerID=40&md5=9583e54dd73181e50ab747f9eb5b6574"
"Global point Mascon models for simple, accurate, and parallel geopotential computation","2012","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867012956&doi=10.2514%2f1.54533&partnerID=40&md5=868ca6dc3955e58ecd3ec71a992c5e9b"
"Monitoring cardiopulmonary function and progression toward shock: Oxygen micro-sensor for peripheral tissue","2012","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856276741&doi=10.1007%2f978-1-4614-1566-4_32&partnerID=40&md5=760b737dd20cf9cbe43a76db6d0b21de"
"Extended nonlinear dynamic inversion control laws for unmanned air vehicles","2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088723117&doi=10.2514%2f6.2012-4675&partnerID=40&md5=246eb57dbf00c848a5d41b5a053a9c58"
"Infrared imagery acquisition process supporting simulation and real image training","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896961061&doi=10.1117%2f12.917095&partnerID=40&md5=0faa0e830b2aaf9be1bd0b8fb6cfc06a"
"Feasibility of culvert IED detection using thermal neutron activation","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875170828&doi=10.1117%2f12.917051&partnerID=40&md5=7cb645bbd6148f8d1b116901a3e1c3a1"
"Snapshot hyperspectral fovea vision system (HyperVideo)","2012","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885460400&doi=10.1117%2f12.918643&partnerID=40&md5=2239792141addead5fc799873302c68b"
"An enhanced security protocol for VANET-based entertainment services","2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863477576&doi=10.1587%2ftranscom.E95.B.2245&partnerID=40&md5=900cf32e45cd39e31b92b83cc2811056"
"Colour-the-INSight: Combining a direct view rifle sight with fused intensified and thermal imagery","2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870157668&doi=10.1117%2f12.919128&partnerID=40&md5=a61b321d8ee08a1cf35af8ac2c86a12a"
"Security and privacy issues for the network of the future","2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865413649&doi=10.1002%2fsec.384&partnerID=40&md5=a9945dc4512f4620fd0b13a43aa4e77d"
"Deceptive routing games","2012","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874232867&doi=10.1109%2fCDC.2012.6426515&partnerID=40&md5=800cedb0c8199b4b246d2c60ea50cd4a"
"Middleware interoperability in tactical defence environments","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879119135&doi=10.3233%2f978-1-61499-105-2-1646&partnerID=40&md5=e30b72d85b3e71d4fe0ee6a326c26df0"
"The future character of military medicine","2012","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875666915&doi=10.1136%2fjramc-158-03-25&partnerID=40&md5=099e3ebec21d70e928386bf7d63ee079"
"Supporting observers in the field to perform model based data collection","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905565151&partnerID=40&md5=536ee3d58e4c1f3b7d83b71443a7b018"
"Farnesoid X receptor expression is reduced in human hepatocellular carcinoma","2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859862386&doi=10.1016%2fS1000-1948%2812%2960001-X&partnerID=40&md5=51dfc9ddfdc3d0f91763aca1d424119f"
"Infrared detector size: How low should you go?","2012","77","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870609537&doi=10.1117%2f1.OE.51.6.063202&partnerID=40&md5=d9e89b170c30cd645c44415edbce75cf"
"Thoracic response to high-rate blunt impacts using an advanced testing platform","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888624823&partnerID=40&md5=b7157c4a49e0a7d18d233dcf940ff2ef"
"PHIT for duty, a mobile approach for psychological health intervention","2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872023701&partnerID=40&md5=53028101f4c06f2469d008d4f20b8563"
"Online border patrol guidance algorithm for unmanned aerial vehicles","2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085718185&doi=10.2514%2f6.2012-4680&partnerID=40&md5=4158158d6925485a07cdb8c8f38f8863"
"A review of physical attacks and trusted platforms in Wireless Sensor Networks","2012","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900332950&doi=10.1016%2fj.proeng.2012.07.215&partnerID=40&md5=29c6edf1b06d15fcb010a79a5356885d"
"Tame pool-based pairwise key predistribution for large-scale sensor networks","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856952515&partnerID=40&md5=5336c1d64291f37d4f6ba8b83e2b64c5"
"Recent improvements and testing of a check point explosives detection system","2012","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870347403&doi=10.1117%2f12.918580&partnerID=40&md5=de21623f72e6d1e1d9e6026366179012"
"Utilizing depth based sensors and customizable software frameworks for experiential application","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896963483&doi=10.1016%2fj.procs.2012.09.054&partnerID=40&md5=13ab160f1f83af239e4c1d309ce62bb7"
"Capacitive load switching: Identifying and increasing military and aerospace power systems reliability","2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881212608&doi=10.4271%2f2012-01-2184&partnerID=40&md5=7c79399a588c3cde96d3766cb352d0c0"
"History of infrared detectors","2012","291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864113129&doi=10.2478%2fs11772-012-0037-7&partnerID=40&md5=f78a5c6d658b6e19227f4e7e58daeedc"
"Reconstructive surgery","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869026325&doi=10.1016%2fj.joms.2012.07.038&partnerID=40&md5=63e0cc6a38c5fa2fde7fe5b1e441ac01"
"A Lego Mindstorms NXT-based test bench for cohesive distributed multi-agent exploratory systems: Mobility and coordination","2012","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088340129&doi=10.2514%2f6.2012-2568&partnerID=40&md5=1b859bff038d9c90242becc298f0713c"
"Wireless data scheduling of clients serviced using UAV mounted beamforming antennas","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087598594&doi=10.2514%2f6.2012-2415&partnerID=40&md5=aea2aab9b55c65e5da9a630a5d79c3d0"
"Simulating the dircm engagement: Component and system level performance","2012","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076814520&doi=10.1117%2f12.974812&partnerID=40&md5=d3ae067d9582439de556890a123c28a0"
"Experimental investigation of air distribution in the occupied zones of an air curtain ventilated enclosure","2012","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865726001&doi=10.1080%2f14733315.2012.11683979&partnerID=40&md5=5132038d6aa3d93f7e917aa142eb1468"
"Effect of the pilot behavior model on the helicopter stability in the auto-stabilization system failure","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088180725&doi=10.1109%2festel.2012.6400107&partnerID=40&md5=61de2245f136b20f1459f37d594775b0"
"Implementation of a protocol for secure distributed aggregation of smart metering data","2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890878959&doi=10.1109%2fSG-TEP.2012.6642383&partnerID=40&md5=a5f16846d69f5779622aabc2189ee2c3"
"Control of multiple UAVs for persistent surveillance: Algorithm and flight test results","2012","335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863526493&doi=10.1109%2fTCST.2011.2167331&partnerID=40&md5=3d1e924914faeec4ce9fa338194f83a6"
"Fuzzy clustering based genetic algorithm for the multi-depot polygon visiting dubins multiple traveling salesman problem","2012","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086492909&doi=10.2514%2f6.2012-2562&partnerID=40&md5=070db389ef48c2c4f0274acae6744459"
"Network coding based schemes for imperfect wireless packet retransmission problems: A divide and conquer approach","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856714749&doi=10.1007%2fs11277-010-0102-9&partnerID=40&md5=a1c69d3c4e0111d4efbcadc6465d25eb"
"Optimization of the law of moving object evasion from detection under constraints","2012","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864570895&doi=10.1134%2fS0005117912060057&partnerID=40&md5=1c3588af96289183a1bd7e8966fdf72f"
"Methods for Assessing Product Reliability: Looking for enhancements by adopting condition-based monitoring","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008581125&doi=10.1109%2fMCE.2011.2172080&partnerID=40&md5=29e0e30b7de3ef25dd3166e79a2406ab"
